date,census_district_name,census_state_name,commodity_name,min_price,max_price,modal_price
2023-08-24,Rae Bareli,UTTAR PRADESH,Wheat,2250.0,2260.0,2255.0
2023-06-19,Auraiya,UTTAR PRADESH,Wheat,2100.0,2200.0,2160.0
2023-05-22,Paschim Medinipur,WEST BENGAL,Rice,3400.0,3600.0,3500.0
2023-05-27,Gandhinagar,GUJARAT,Wheat,2100.0,2175.0,2137.0
2023-02-18,Rae Bareli,UTTAR PRADESH,Rice,2500.0,2550.0,2530.0
2023-06-16,Seoni,MADHYA PRADESH,Wheat,1840.0,2100.0,2050.0
2023-06-16,Yavatmal,MAHARASHTRA,Wheat,2150.0,2250.0,2200.0
2023-01-14,Hugli ,WEST BENGAL,Rice,3600.0,3800.0,3700.0
2023-11-19,Bid,MAHARASHTRA,Wheat,1900.0,2900.0,2800.0
2023-11-08,Sitapur,UTTAR PRADESH,Wheat,2380.0,2420.0,2400.0
2023-02-27,Mahoba,UTTAR PRADESH,Wheat,2265.0,2310.0,2290.0
2023-10-20,Shivpuri,MADHYA PRADESH,Wheat,2295.0,2335.0,2300.0
2023-11-07,Guna,MADHYA PRADESH,Wheat,2400.0,2600.0,2510.0
2023-11-25,Jaunpur,UTTAR PRADESH,Rice,2670.0,2730.0,2700.0
2023-08-05,Fatehpur,UTTAR PRADESH,Rice,2300.0,2400.0,2350.0
2023-10-10,Idukki ,KERALA,Rice,4600.0,5000.0,4800.0
2023-05-14,Udham Singh Nagar,UTTARAKHAND,Rice,2660.0,4125.0,3010.0
2023-07-24,Mainpuri,UTTAR PRADESH,Rice,2850.0,3050.0,2950.0
2023-04-16,Karnal,HARYANA,Wheat,2125.0,2125.0,2125.0
2023-02-08,Dausa,RAJASTHAN,Wheat,2496.0,2550.0,2540.0
2023-11-06,Nandurbar,MAHARASHTRA,Wheat,2100.0,2100.0,2100.0
2023-03-08,South Twenty Four Parganas,WEST BENGAL,Rice,4700.0,4900.0,4800.0
2023-06-13,Shimoga,KARNATAKA,Rice,3500.0,6500.0,5000.0
2023-08-19,Maldah ,WEST BENGAL,Rice,3550.0,3750.0,3650.0
2023-09-20,Vidisha,MADHYA PRADESH,Wheat,2300.0,2341.0,2325.0
2023-09-11,Jhansi,UTTAR PRADESH,Wheat,2250.0,2400.0,2345.0
2023-04-03,Sawai Madhopur,RAJASTHAN,Wheat,1925.0,2250.0,2087.0
2023-03-12,Rewa,MADHYA PRADESH,Wheat,2058.0,2870.0,2100.0
2023-05-09,Darjiling ,WEST BENGAL,Rice,5000.0,7000.0,6000.0
2023-01-13,Murshidabad ,WEST BENGAL,Rice,3460.0,3510.0,3490.0
2023-05-16,North Tripura,TRIPURA,Rice,2800.0,3200.0,3000.0
2023-07-08,Etawah,UTTAR PRADESH,Rice,2345.0,2700.0,2545.0
2023-03-21,Budaun,UTTAR PRADESH,Wheat,2175.0,2220.0,2200.0
2023-11-21,Muzaffarpur,BIHAR,Wheat,2480.0,2580.0,2530.0
2023-02-07,Sangli,MAHARASHTRA,Wheat,3200.0,4000.0,3600.0
2023-09-08,Hardoi,UTTAR PRADESH,Wheat,2280.0,2325.0,2315.0
2023-12-29,Hardoi,UTTAR PRADESH,Wheat,2400.0,2450.0,2430.0
2023-04-07,Vidisha,MADHYA PRADESH,Wheat,2300.0,2900.0,2646.0
2023-07-16,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,Wheat,2170.0,2270.0,2220.0
2023-08-25,Jyotiba Phule Nagar,UTTAR PRADESH,Rice,2780.0,2810.0,2800.0
2023-09-03,Ahmadnagar,MAHARASHTRA,Wheat,2500.0,2500.0,2500.0
2023-05-09,Faizabad,UTTAR PRADESH,Wheat,2125.0,2155.0,2150.0
2023-06-05,Shivpuri,MADHYA PRADESH,Wheat,2100.0,2225.0,2170.0
2023-10-18,Osmanabad,MAHARASHTRA,Wheat,2500.0,2500.0,2500.0
2023-02-23,Mathura,UTTAR PRADESH,Rice,2820.0,2850.0,2835.0
2023-07-31,Pratapgarh,UTTAR PRADESH,Rice,2650.0,2850.0,2700.0
2023-04-26,Vidisha,MADHYA PRADESH,Wheat,2130.0,2545.0,2300.0
2023-11-11,Barddhaman ,WEST BENGAL,Wheat,2650.0,2800.0,2700.0
2023-05-26,Guna,MADHYA PRADESH,Wheat,2030.0,2462.0,2240.0
2023-06-03,Chhatarpur,MADHYA PRADESH,Wheat,2200.0,2213.0,2207.0
2023-01-14,Mirzapur,UTTAR PRADESH,Wheat,2550.0,2750.0,2650.0
2023-06-09,Patan  ,GUJARAT,Wheat,2000.0,2505.0,2252.0
2023-10-19,Budaun,UTTAR PRADESH,Rice,2825.0,2900.0,2850.0
2023-02-27,Kabeerdham,CHHATTISGARH,Wheat,2000.0,2000.0,2000.0
2023-12-12,Barddhaman ,WEST BENGAL,Rice,3300.0,3500.0,3400.0
2023-03-21,Bara Banki,UTTAR PRADESH,Wheat,2200.0,2300.0,2250.0
2023-07-29,Jalaun ,UTTAR PRADESH,Wheat,2250.0,2265.0,2255.0
2023-01-31,Rajgarh,MADHYA PRADESH,Wheat,2385.0,2645.0,2515.0
2023-10-14,Bharatpur,RAJASTHAN,Wheat,2329.0,2329.0,2329.0
2023-03-23,Kota,RAJASTHAN,Wheat,2011.0,2540.0,2135.0
2023-05-26,Hamirpur,UTTAR PRADESH,Wheat,2125.0,2210.0,2200.0
2023-12-05,Hugli ,WEST BENGAL,Rice,3600.0,3700.0,3650.0
2023-06-15,Buldana,MAHARASHTRA,Wheat,2120.0,2760.0,2275.0
2023-09-09,Panna,MADHYA PRADESH,Wheat,2005.0,2075.0,2005.0
2023-08-19,Bulandshahr ,UTTAR PRADESH,Wheat,2210.0,2260.0,2240.0
2023-04-12,Sitapur,UTTAR PRADESH,Rice,2340.0,2380.0,2360.0
2023-12-12,Barwani ,MADHYA PRADESH,Wheat,2450.0,2800.0,2800.0
2023-12-02,Kheri,UTTAR PRADESH,Wheat,2435.0,2510.0,2470.0
2023-04-05,Paschim Medinipur,WEST BENGAL,Rice,3400.0,3600.0,3500.0
2023-01-05,Junagadh,GUJARAT,Wheat,2400.0,2815.0,2725.0
2023-04-28,Rajkot,GUJARAT,Wheat,2080.0,2400.0,2215.0
2023-09-08,Mahamaya Nagar,UTTAR PRADESH,Wheat,2200.0,2250.0,2235.0
2023-04-17,Rajgarh,MADHYA PRADESH,Wheat,1887.0,2055.0,1997.0
2023-02-14,Uttar Dinajpur,WEST BENGAL,Rice,4000.0,4200.0,4100.0
2023-03-28,Dewas,MADHYA PRADESH,Wheat,1890.0,2610.0,2250.0
2023-04-07,Ganganagar ,RAJASTHAN,Wheat,1950.0,2100.0,2065.0
2023-11-21,Lalitpur,UTTAR PRADESH,Rice,2750.0,2820.0,2800.0
2023-09-29,Rae Bareli,UTTAR PRADESH,Rice,2560.0,2600.0,2580.0
2023-02-07,Dharwad,KARNATAKA,Wheat,2312.0,2312.0,2312.0
2023-04-05,Basti,UTTAR PRADESH,Rice,2615.0,2715.0,2665.0
2023-02-04,Jalaun ,UTTAR PRADESH,Wheat,2430.0,2450.0,2440.0
2023-05-24,Ujjain,MADHYA PRADESH,Wheat,2021.0,2560.0,2290.0
2023-05-09,Dohad  ,GUJARAT,Wheat,2350.0,2450.0,2400.0
2023-06-04,Pune,MAHARASHTRA,Wheat,1700.0,2800.0,2300.0
2023-07-10,Balrampur,UTTAR PRADESH,Wheat,2250.0,2325.0,2300.0
2023-10-13,Jhalawar,RAJASTHAN,Wheat,2370.0,2486.0,2428.0
2023-04-26,Satna,MADHYA PRADESH,Wheat,1900.0,2132.0,2016.0
2023-02-14,Aligarh,UTTAR PRADESH,Wheat,2630.0,2670.0,2650.0
2023-07-26,Kheri,UTTAR PRADESH,Wheat,2235.0,2325.0,2285.0
2023-08-08,Indore,MADHYA PRADESH,Wheat,2250.0,2300.0,2300.0
2023-11-17,Varanasi,UTTAR PRADESH,Wheat,2365.0,2450.0,2390.0
2023-11-01,Barddhaman ,WEST BENGAL,Wheat,2500.0,2600.0,2550.0
2023-06-20,Morena,MADHYA PRADESH,Wheat,2160.0,2165.0,2165.0
2023-11-10,Auraiya,UTTAR PRADESH,Wheat,2450.0,2600.0,2520.0
2023-06-01,Ambedkar Nagar,UTTAR PRADESH,Rice,2720.0,2800.0,2770.0
2023-06-15,Lucknow,UTTAR PRADESH,Wheat,2250.0,2350.0,2300.0
2023-05-24,Raisen,MADHYA PRADESH,Wheat,2050.0,2280.0,2140.0
2023-12-11,Buldana,MAHARASHTRA,Wheat,2525.0,2705.0,2700.0
2023-07-29,Budaun,UTTAR PRADESH,Rice,2700.0,2770.0,2720.0
2023-06-12,Raigarh,MAHARASHTRA,Wheat,2000.0,2600.0,2300.0
2023-08-21,Paschim Medinipur,WEST BENGAL,Rice,3600.0,3800.0,3700.0
2023-10-02,Nadia ,WEST BENGAL,Wheat,2350.0,2450.0,2400.0
2023-01-30,Shajapur,MADHYA PRADESH,Wheat,2376.0,2710.0,2450.0
2023-04-08,Mahrajganj,UTTAR PRADESH,Rice,2200.0,2400.0,2300.0
2023-05-02,Gurdaspur,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-11-09,Aurangabad,MAHARASHTRA,Wheat,250.0,3575.0,3063.0
2023-05-03,Hoshangabad,MADHYA PRADESH,Wheat,2126.0,2126.0,2126.0
2023-12-06,Sitapur,UTTAR PRADESH,Wheat,2400.0,2440.0,2420.0
2023-07-18,Murshidabad ,WEST BENGAL,Rice,3400.0,3500.0,3450.0
2023-07-01,Baran,RAJASTHAN,Wheat,2216.0,2386.0,2301.0
2023-08-17,Idukki ,KERALA,Rice,3600.0,3800.0,3800.0
2023-02-15,Paschim Medinipur,WEST BENGAL,Rice,3300.0,3500.0,3400.0
2023-03-17,Deoria,UTTAR PRADESH,Rice,2590.0,2610.0,2600.0
2023-05-15,Allahabad ,UTTAR PRADESH,Wheat,2070.0,2160.0,2130.0
2023-02-07,Harda ,MADHYA PRADESH,Wheat,2175.0,2471.0,2467.0
2023-01-06,Harda ,MADHYA PRADESH,Wheat,2350.0,2760.0,2570.0
2023-09-25,Alwar,RAJASTHAN,Wheat,2200.0,2250.0,2220.0
2023-08-10,Dausa,RAJASTHAN,Wheat,2163.0,2245.0,2204.0
2023-03-21,Surguja,CHHATTISGARH,Wheat,2200.0,2200.0,2200.0
2023-06-06,Kabeerdham,CHHATTISGARH,Wheat,2260.0,2279.0,2270.0
2023-12-21,Jalna,MAHARASHTRA,Wheat,2300.0,3000.0,2600.0
2023-04-20,Hoshangabad,MADHYA PRADESH,Wheat,2020.0,2126.0,2023.0
2023-01-22,Shajapur,MADHYA PRADESH,Wheat,2100.0,2100.0,2100.0
2023-12-01,Morena,MADHYA PRADESH,Wheat,2456.0,2489.0,2475.0
2023-10-13,Panch Mahals,GUJARAT,Wheat,2205.0,2315.0,2255.0
2023-06-21,Kheri,UTTAR PRADESH,Wheat,2125.0,2125.0,2125.0
2023-04-20,Nashik,MAHARASHTRA,Wheat,2000.0,2401.0,2360.0
2023-10-17,Gadag,KARNATAKA,Wheat,2199.0,2199.0,2199.0
2023-08-28,Amreli,GUJARAT,Wheat,2060.0,2505.0,2283.0
2023-05-12,Barddhaman ,WEST BENGAL,Rice,2700.0,2800.0,2750.0
2023-03-22,Ujjain,MADHYA PRADESH,Wheat,1900.0,1900.0,1900.0
2023-01-27,Ballia,UTTAR PRADESH,Wheat,2700.0,2850.0,2770.0
2023-08-03,Sehore,MADHYA PRADESH,Wheat,3000.0,4700.0,3030.0
2023-11-02,Khargone (West Nimar),MADHYA PRADESH,Wheat,2550.0,2600.0,2600.0
2023-01-07,Panna,MADHYA PRADESH,Wheat,2500.0,2550.0,2525.0
2023-06-10,Akola,MAHARASHTRA,Wheat,2235.0,2805.0,2520.0
2023-04-18,Nadia ,WEST BENGAL,Rice,2800.0,3200.0,3000.0
2023-06-06,Sehore,MADHYA PRADESH,Wheat,2126.0,2141.0,2130.0
2023-06-28,Mainpuri,UTTAR PRADESH,Rice,2865.0,3065.0,2965.0
2023-08-05,Kanshiram Nagar,UTTAR PRADESH,Wheat,2140.0,2410.0,2260.0
2023-06-04,Sagar,MADHYA PRADESH,Wheat,2150.0,2150.0,2150.0
2023-12-25,Shahdol,MADHYA PRADESH,Wheat,2400.0,2400.0,2400.0
2023-09-26,Hassan,KARNATAKA,Rice,3800.0,6500.0,6500.0
2023-12-21,Barddhaman ,WEST BENGAL,Rice,3600.0,3800.0,3700.0
2023-10-21,Patan  ,GUJARAT,Wheat,2500.0,3050.0,2775.0
2023-05-08,Agra,UTTAR PRADESH,Rice,2940.0,2980.0,2960.0
2023-12-15,Rajkot,GUJARAT,Wheat,2250.0,2785.0,2675.0
2023-12-30,Auraiya,UTTAR PRADESH,Rice,2560.0,2700.0,2670.0
2023-11-01,Kannauj,UTTAR PRADESH,Wheat,2350.0,2450.0,2400.0
2023-04-07,Kabeerdham,CHHATTISGARH,Wheat,1800.0,1900.0,1800.0
2023-05-13,Jyotiba Phule Nagar,UTTAR PRADESH,Wheat,2125.0,2140.0,2125.0
2023-06-14,Shimoga,KARNATAKA,Rice,2800.0,4500.0,3250.0
2023-10-31,Jalaun ,UTTAR PRADESH,Wheat,2400.0,2460.0,2430.0
2023-06-08,Raisen,MADHYA PRADESH,Wheat,2100.0,2300.0,2225.0
2023-05-11,Kaushambi,UTTAR PRADESH,Rice,2290.0,2410.0,2355.0
2023-12-27,Saharanpur,UTTAR PRADESH,Rice,2850.0,3100.0,2970.0
2023-09-07,Fatehpur,UTTAR PRADESH,Rice,2350.0,2450.0,2400.0
2023-04-06,Chhatarpur,MADHYA PRADESH,Wheat,1960.0,2000.0,1980.0
2023-08-28,Datia,MADHYA PRADESH,Wheat,2256.0,2397.0,2370.0
2023-12-08,Tonk,RAJASTHAN,Wheat,2500.0,2517.0,2510.0
2023-10-02,Budaun,UTTAR PRADESH,Wheat,2300.0,2380.0,2350.0
2023-01-09,Ajmer,RAJASTHAN,Wheat,2545.0,2545.0,2545.0
2023-06-26,Ghaziabad,UTTAR PRADESH,Rice,2950.0,3050.0,3000.0
2023-06-05,Amravati,MAHARASHTRA,Wheat,2450.0,2600.0,2525.0
2023-07-31,Betul,MADHYA PRADESH,Wheat,2150.0,2200.0,2150.0
2023-10-04,Dhule,MAHARASHTRA,Wheat,2557.0,2641.0,2641.0
2023-09-02,Seoni,MADHYA PRADESH,Wheat,2102.0,2375.0,2302.0
2023-01-04,Farrukhabad,UTTAR PRADESH,Rice,2330.0,2370.0,2350.0
2023-05-05,Firozabad,UTTAR PRADESH,Rice,2850.0,2950.0,2900.0
2023-03-03,Sagar,MADHYA PRADESH,Wheat,2000.0,2265.0,2132.0
2023-11-22,Kheri,UTTAR PRADESH,Wheat,2335.0,2535.0,2435.0
2023-07-26,Faizabad,UTTAR PRADESH,Wheat,2275.0,2300.0,2290.0
2023-10-26,Barddhaman ,WEST BENGAL,Wheat,2650.0,2850.0,2700.0
2023-12-21,Balaghat,MADHYA PRADESH,Wheat,2250.0,2250.0,2250.0
2023-10-13,Nashik,MAHARASHTRA,Wheat,2175.0,2175.0,2175.0
2023-08-20,Jhansi,UTTAR PRADESH,Rice,2420.0,2700.0,2640.0
2023-01-12,Uttar Dinajpur,WEST BENGAL,Wheat,2700.0,2800.0,2750.0
2023-01-31,Balrampur,UTTAR PRADESH,Rice,2450.0,2650.0,2560.0
2023-10-29,Gautam Buddha Nagar,UTTAR PRADESH,Rice,8700.0,9100.0,8900.0
2023-10-23,Raigarh,MAHARASHTRA,Rice,1000.0,1500.0,1200.0
2023-01-23,Katni ,MADHYA PRADESH,Wheat,2871.0,2931.0,2896.0
2023-12-14,Buldana,MAHARASHTRA,Wheat,2000.0,2800.0,2600.0
2023-02-27,Gadag,KARNATAKA,Wheat,1127.0,3477.0,2290.0
2023-09-28,Aligarh,UTTAR PRADESH,Wheat,2150.0,2250.0,2200.0
2023-02-15,Purba Medinipur,WEST BENGAL,Rice,2900.0,3100.0,3000.0
2023-10-23,Budaun,UTTAR PRADESH,Wheat,2320.0,2420.0,2370.0
2023-08-08,Kanpur Dehat,UTTAR PRADESH,Rice,2425.0,2470.0,2450.0
2023-07-25,Sangli,MAHARASHTRA,Wheat,2580.0,2720.0,2640.0
2023-08-16,Fatehpur,UTTAR PRADESH,Rice,2100.0,2520.0,2430.0
2023-12-01,Guna,MADHYA PRADESH,Wheat,2350.0,2480.0,2400.0
2023-04-07,Khargone (West Nimar),MADHYA PRADESH,Wheat,2125.0,2125.0,2125.0
2023-05-02,Balangir,ODISHA,Rice,3500.0,3600.0,3500.0
2023-11-06,Etawah,UTTAR PRADESH,Wheat,2450.0,2530.0,2500.0
2023-05-29,Yavatmal,MAHARASHTRA,Wheat,2100.0,2250.0,2175.0
2023-05-11,Bahraich,UTTAR PRADESH,Wheat,2050.0,2230.0,2150.0
2023-12-19,Unnao,UTTAR PRADESH,Rice,2600.0,2685.0,2650.0
2023-08-15,Bankura ,WEST BENGAL,Rice,3500.0,3540.0,3520.0
2023-04-10,Banas Kantha,GUJARAT,Wheat,2000.0,4005.0,3002.0
2023-05-27,Paschim Medinipur,WEST BENGAL,Rice,3500.0,3700.0,3600.0
2023-05-22,Sheopur ,MADHYA PRADESH,Wheat,2100.0,2160.0,2120.0
2023-04-29,Hamirpur,UTTAR PRADESH,Wheat,2125.0,2135.0,2135.0
2023-05-02,Ballia,UTTAR PRADESH,Rice,2500.0,2620.0,2560.0
2023-09-23,Amravati,MAHARASHTRA,Wheat,2450.0,2600.0,2525.0
2023-08-20,Murshidabad ,WEST BENGAL,Rice,3750.0,3900.0,3800.0
2023-09-16,Barddhaman ,WEST BENGAL,Rice,3450.0,3550.0,3500.0
2023-05-02,Faizabad,UTTAR PRADESH,Rice,2585.0,2620.0,2600.0
2023-08-04,Narsimhapur,MADHYA PRADESH,Wheat,2250.0,2361.0,2350.0
2023-01-01,Purba Medinipur,WEST BENGAL,Rice,3300.0,3500.0,3400.0
2023-08-03,Balrampur,UTTAR PRADESH,Rice,2250.0,2500.0,2300.0
2023-03-08,Mayurbhanj,ODISHA,Rice,2850.0,3000.0,2900.0
2023-01-11,Shivpuri,MADHYA PRADESH,Wheat,2550.0,2550.0,2550.0
2023-01-25,Shahjahanpur,UTTAR PRADESH,Rice,2565.0,2765.0,2665.0
2023-09-28,Ambedkar Nagar,UTTAR PRADESH,Rice,2630.0,2700.0,2670.0
2023-08-17,Jyotiba Phule Nagar,UTTAR PRADESH,Wheat,2340.0,2360.0,2350.0
2023-12-26,Hamirpur,UTTAR PRADESH,Rice,2550.0,2700.0,2650.0
2023-08-11,Thane,MAHARASHTRA,Rice,3000.0,5000.0,4000.0
2023-01-05,Gonda,UTTAR PRADESH,Wheat,2630.0,2680.0,2650.0
2023-10-29,Haora ,WEST BENGAL,Rice,3500.0,3700.0,3600.0
2023-08-11,Rae Bareli,UTTAR PRADESH,Rice,2540.0,2560.0,2550.0
2023-09-05,Aligarh,UTTAR PRADESH,Wheat,2150.0,2250.0,2200.0
2023-05-21,Budaun,UTTAR PRADESH,Wheat,2130.0,2150.0,2145.0
2023-03-24,Nashik,MAHARASHTRA,Wheat,2029.0,2475.0,2140.0
2023-04-07,Ujjain,MADHYA PRADESH,Wheat,2125.0,2125.0,2125.0
2023-04-13,Ballia,UTTAR PRADESH,Rice,2000.0,2200.0,2100.0
2023-05-31,Chhatarpur,MADHYA PRADESH,Wheat,2150.0,2200.0,2160.0
2023-08-05,Balrampur,UTTAR PRADESH,Wheat,2180.0,2380.0,2280.0
2023-10-17,Gulbarga,KARNATAKA,Rice,4600.0,5500.0,5100.0
2023-08-07,Alirajpur,MADHYA PRADESH,Wheat,2150.0,2250.0,2250.0
2023-04-10,Alappuzha,KERALA,Wheat,2100.0,2300.0,2200.0
2023-04-05,Seoni,MADHYA PRADESH,Wheat,1955.0,1955.0,1955.0
2023-12-01,Kanpur Nagar,UTTAR PRADESH,Wheat,2520.0,2670.0,2570.0
2023-05-02,Ganganagar ,RAJASTHAN,Wheat,1930.0,2081.0,2000.0
2023-10-04,Gonda,UTTAR PRADESH,Rice,2625.0,2670.0,2650.0
2023-05-08,Alirajpur,MADHYA PRADESH,Wheat,2000.0,2100.0,2100.0
2023-01-25,Baran,RAJASTHAN,Wheat,2701.0,2968.0,2835.0
2023-08-29,Bankura ,WEST BENGAL,Rice,3650.0,3800.0,3700.0
2023-04-25,Medak,ANDHRA PRADESH,Wheat,2229.0,2229.0,2229.0
2023-01-07,Shimoga,KARNATAKA,Wheat,3000.0,3500.0,3250.0
2023-04-02,Khargone (West Nimar),MADHYA PRADESH,Wheat,1890.0,2400.0,2300.0
2023-09-10,Jabalpur,MADHYA PRADESH,Wheat,2390.0,2450.0,2400.0
2023-10-19,Mirzapur,UTTAR PRADESH,Rice,2550.0,2750.0,2660.0
2023-03-20,Gandhinagar,GUJARAT,Wheat,1915.0,2880.0,2395.0
2023-11-01,Raigarh,MAHARASHTRA,Rice,1000.0,1500.0,1200.0
2023-07-10,Dhar,MADHYA PRADESH,Wheat,2246.0,2886.0,2530.0
2023-03-11,Ujjain,MADHYA PRADESH,Wheat,1800.0,1800.0,1800.0
2023-03-17,Barddhaman ,WEST BENGAL,Rice,2650.0,2850.0,2750.0
2023-11-02,Amreli,GUJARAT,Wheat,2250.0,3025.0,2638.0
2023-02-15,Aurangabad,MAHARASHTRA,Wheat,2200.0,2700.0,2550.0
2023-06-26,Mayurbhanj,ODISHA,Rice,2800.0,3200.0,2800.0
2023-08-18,Barddhaman ,WEST BENGAL,Rice,2800.0,3250.0,3100.0
2023-11-20,Pilibhit,UTTAR PRADESH,Rice,2820.0,2910.0,2875.0
2023-01-05,Chhatarpur,MADHYA PRADESH,Wheat,2550.0,2600.0,2575.0
2023-01-07,Unnao,UTTAR PRADESH,Rice,2375.0,2450.0,2415.0
2023-06-30,Mandsaur,MADHYA PRADESH,Wheat,2030.0,2630.0,2200.0
2023-07-02,Gonda,UTTAR PRADESH,Wheat,2290.0,2310.0,2300.0
2023-05-26,Budaun,UTTAR PRADESH,Rice,2640.0,2740.0,2690.0
2023-08-09,Jagatsinghapur ,ODISHA,Rice,1800.0,5000.0,3000.0
2023-01-31,Hugli ,WEST BENGAL,Rice,2600.0,2700.0,2650.0
2023-10-02,Sagar,MADHYA PRADESH,Wheat,2190.0,2210.0,2200.0
2023-01-21,Rae Bareli,UTTAR PRADESH,Wheat,2750.0,2950.0,2900.0
2023-02-07,Shivpuri,MADHYA PRADESH,Wheat,3360.0,3460.0,3390.0
2023-04-14,Fatehpur,UTTAR PRADESH,Rice,2100.0,2300.0,2200.0
2023-04-13,Sagar,MADHYA PRADESH,Wheat,1930.0,2150.0,2125.0
2023-10-16,Anuppur,MADHYA PRADESH,Wheat,2000.0,2100.0,2100.0
2023-02-22,Rajgarh,MADHYA PRADESH,Wheat,2050.0,2350.0,2150.0
2023-04-12,Unnao,UTTAR PRADESH,Wheat,2125.0,2175.0,2125.0
2023-07-18,West Tripura ,TRIPURA,Rice,3900.0,4100.0,4000.0
2023-02-22,Panna,MADHYA PRADESH,Wheat,2000.0,2000.0,2000.0
2023-02-22,Sheopur ,MADHYA PRADESH,Wheat,2061.0,2226.0,2170.0
2023-11-01,Etah,UTTAR PRADESH,Wheat,2125.0,2170.0,2150.0
2023-04-10,Ajmer,RAJASTHAN,Wheat,2041.0,2218.0,2150.0
2023-01-05,Raisen,MADHYA PRADESH,Wheat,2575.0,2700.0,2675.0
2023-04-27,Jalgaon,MAHARASHTRA,Wheat,2050.0,3191.0,2502.0
2023-04-08,Banas Kantha,GUJARAT,Wheat,2250.0,3275.0,2765.0
2023-11-09,Mahoba,UTTAR PRADESH,Wheat,2565.0,2600.0,2580.0
2023-02-12,Unnao,UTTAR PRADESH,Wheat,2575.0,2625.0,2600.0
2023-12-23,Basti,UTTAR PRADESH,Rice,2700.0,2800.0,2750.0
2023-12-18,Shivpuri,MADHYA PRADESH,Wheat,2210.0,2300.0,2245.0
2023-04-08,Kanpur Nagar,UTTAR PRADESH,Wheat,2080.0,2185.0,2130.0
2023-04-22,Nadia ,WEST BENGAL,Rice,3200.0,3600.0,3400.0
2023-03-08,Birbhum,WEST BENGAL,Wheat,2900.0,3000.0,2950.0
2023-08-29,Kheri,UTTAR PRADESH,Rice,2510.0,2710.0,2610.0
2023-05-26,Sehore,MADHYA PRADESH,Wheat,2168.0,2195.0,2195.0
2023-10-09,Banda,UTTAR PRADESH,Rice,2570.0,2700.0,2650.0
2023-03-25,Ballia,UTTAR PRADESH,Wheat,2170.0,2295.0,2235.0
2023-06-13,Ghazipur,UTTAR PRADESH,Wheat,2210.0,2270.0,2240.0
2023-06-12,Alwar,RAJASTHAN,Wheat,2215.0,2230.0,2226.0
2023-07-24,Rajkot,GUJARAT,Wheat,2105.0,2430.0,2410.0
2023-07-10,Nagpur,MAHARASHTRA,Wheat,2150.0,2356.0,2305.0
2023-02-13,Etah,UTTAR PRADESH,Wheat,2470.0,3000.0,2770.0
2023-01-18,Mahrajganj,UTTAR PRADESH,Wheat,2400.0,2545.0,2470.0
2023-09-24,Fatehpur,UTTAR PRADESH,Rice,2500.0,2700.0,2620.0
2023-05-31,Ganganagar ,RAJASTHAN,Wheat,2000.0,2119.0,2050.0
2023-01-07,Mayurbhanj,ODISHA,Rice,3100.0,3300.0,3200.0
2023-03-07,Bharuch,GUJARAT,Rice,2600.0,3400.0,3000.0
2023-09-21,Barddhaman ,WEST BENGAL,Rice,3350.0,3400.0,3400.0
2023-07-13,Ujjain,MADHYA PRADESH,Wheat,1984.0,2401.0,2230.0
2023-06-14,Unnao,UTTAR PRADESH,Wheat,2125.0,2175.0,2150.0
2023-03-12,Gorakhpur,UTTAR PRADESH,Rice,2660.0,2700.0,2670.0
2023-06-14,Kolar,KARNATAKA,Rice,2200.0,2300.0,2250.0
2023-09-12,Sitapur,UTTAR PRADESH,Wheat,2300.0,2400.0,2330.0
2023-01-14,West Tripura ,TRIPURA,Rice,2800.0,3000.0,2900.0
2023-09-13,Ahmadnagar,MAHARASHTRA,Wheat,2300.0,2351.0,2325.0
2023-04-19,Barddhaman ,WEST BENGAL,Rice,2750.0,2850.0,2800.0
2023-03-01,Dewas,MADHYA PRADESH,Wheat,1990.0,2320.0,2155.0
2023-03-23,Bhandara,MAHARASHTRA,Rice,3651.0,4100.0,4000.0
2023-12-22,Bareilly,UTTAR PRADESH,Rice,2750.0,2825.0,2800.0
2023-10-19,Murshidabad ,WEST BENGAL,Rice,3580.0,3640.0,3600.0
2023-07-31,Jyotiba Phule Nagar,UTTAR PRADESH,Wheat,2340.0,2360.0,2350.0
2023-06-03,Balrampur,UTTAR PRADESH,Rice,2300.0,2500.0,2400.0
2023-03-16,Azamgarh,UTTAR PRADESH,Wheat,2150.0,2250.0,2200.0
2023-05-29,Fatehpur,UTTAR PRADESH,Wheat,2150.0,2200.0,2160.0
2023-11-06,Thane,MAHARASHTRA,Rice,4401.0,4401.0,4401.0
2023-09-21,Paschim Medinipur,WEST BENGAL,Rice,3900.0,4100.0,4000.0
2023-05-22,Muzaffarnagar,UTTAR PRADESH,Wheat,2125.0,2140.0,2130.0
2023-05-20,Firozabad,UTTAR PRADESH,Rice,2925.0,2975.0,2950.0
2023-10-01,Bankura ,WEST BENGAL,Rice,3550.0,3600.0,3580.0
2023-03-30,Dewas,MADHYA PRADESH,Wheat,1800.0,2521.0,2099.0
2023-07-07,Pune,MAHARASHTRA,Wheat,4000.0,5000.0,4500.0
2023-04-15,Baran,RAJASTHAN,Wheat,1970.0,2541.0,2255.0
2023-04-13,Firozpur,PUNJAB,Wheat,2125.0,2125.0,2125.0
2023-12-02,Hardoi,UTTAR PRADESH,Wheat,2400.0,2460.0,2440.0
